nom_gare;code_uic_complet;code_postal;segmentation_drg;total_voyageurs_2021;total_voyageurs_non_voyageurs_2021;total_voyageurs_2020;total_voyageurs_non_voyageurs_2020;total_voyageurs_2019;total_voyageurs_non_voyageurs_2019;total_voyageurs_2018;total_voyageurs_non_voyageurs_2018;totalvoyageurs2017;total_voyageurs_non_voyageurs_2017;total_voyageurs_2016;total_voyageurs_non_voyageurs_2016;total_voyageurs_2015;total_voyageurs_non_voyageurs_2015;comptages;description;image
Saint-Pol-sur-Ternoise;87342337;62130;b;105085;131356;84539;105673;172970;216213;165659;207074;193538;241922;213538;266923;229216;286520;45.0;La gare de Saint-Pol-sur-Ternoise est une gare ferroviaire française de la ligne de Fives à Abbeville, située sur le territoire de la commune de Saint-Pol-sur-Ternoise, dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b6/Gare_de_Saint-Pol-sur-Ternoise_fa%C3%A7ade.JPG/420px-Gare_de_Saint-Pol-sur-Ternoise_fa%C3%A7ade.JPG
Saint-Quentin;87296004;2100;b;976291;1220364;774203;967754;1092523;1365654;1082819;1353523;1165507;1456884;1131841;1414802;1159281;1449102;168.0;La gare de Saint-Quentin est une gare ferroviaire française de la ligne de Creil à Jeumont, située à proximité (200 mètres) du centre-ville de Saint-Quentin, sous-préfecture du département de l'Aisne, en région Hauts-de-France.  Elle est mise en service en 1850, par la Compagnie des chemins de fer du Nord.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux du réseau TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/a/a0/Saint-Quentin_%2802%29%2C_gare_SNCF%2C_c%C3%B4t%C3%A9_ville%2C_vue_g%C3%A9n%C3%A9rale.jpg/420px-Saint-Quentin_%2802%29%2C_gare_SNCF%2C_c%C3%B4t%C3%A9_ville%2C_vue_g%C3%A9n%C3%A9rale.jpg
Saint-Remy-en-l'Eau;87313288;60130;c;96;96;89;89;170;170;92;92;311;311;206;206;632;632;4.0;La gare de Saint-Rémy-en-l'Eau est une gare ferroviaire française de la ligne de Paris-Nord à Lille, située sur le territoire de la commune de Saint-Remy-en-l'Eau, dans le département de l'Oise en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c0/Gare_de_Saint-R%C3%A9my-en-l%27Eau_3.JPG/1024px-Gare_de_Saint-R%C3%A9my-en-l%27Eau_3.JPG
Saint-Roch;87313080;80000;c;52807;52807;49519;49519;79609;79609;65454;65454;66779;66779;71955;71955;71790;71790;68.0;La gare de Saint-Roch (Somme), également appelée localement gare Saint-Roch, est une gare ferroviaire française de bifurcation, située à proximité du centre de la ville d'Amiens, préfecture du département de la Somme, en région Hauts-de-France. La gare principale de la ville est la gare d'Amiens, qui est surnommée gare du Nord.  Elle est mise en service en 1875 par la Compagnie des chemins de fer du Nord, avant d'être intégrée dans le réseau de la Société nationale des chemins de fer français (SNCF) en 1938.  Cette gare voyageurs est désormais desservie par des trains régionaux du réseau TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/0/09/Amiens_St_Roch_%28ext%C3%A9rieur%29.jpg/1024px-Amiens_St_Roch_%28ext%C3%A9rieur%29.jpg
Saint-Sulpice - Auteuil;87313684;60430;b;106254;132817;92438;115547;131544;164430;134502;168128;149678;187097;152116;190145;142779;178473;37.0;La gare de Saint-Sulpice - Auteuil est une gare ferroviaire française de la ligne d'Épinay - Villetaneuse au Tréport - Mers, située sur le territoire de la commune de Saint-Sulpice, à proximité d'Auteuil, dans le département de l'Oise, en région Hauts-de-France.  C'est une halte ferroviaire de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/0/0c/Gare_de_Saint-Sulpice_auteuil.JPG/1024px-Gare_de_Saint-Sulpice_auteuil.JPG
Sallaumines;87345215;62430;c;8918;8918;9591;9591;15527;15527;12786;12786;12327;12327;14027;14027;17301;17301;23.0;La gare de Sallaumines est une gare ferroviaire française de la ligne de Lens à Don - Sainghin, située sur le territoire de la commune de Sallaumines, dans le département du Pas-de-Calais en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/f/fd/Sallaumines_-_Gare_de_Sallaumines_%2803%29.JPG/420px-Sallaumines_-_Gare_de_Sallaumines_%2803%29.JPG
Salomé;87342451;59496;c;8858;8858;9200;9200;12839;12839;13829;13829;16221;16221;15485;15485;13952;13952;22.0;La gare de Salomé est une gare ferroviaire française de la ligne de Fives à Abbeville, située sur le territoire de la commune de Salomé dans le département du Nord, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/5/5a/Gare_de_Salom%C3%A9_-_1.JPG/420px-Gare_de_Salom%C3%A9_-_1.JPG
Santes;87286401;59211;c;32753;32753;29459;29459;48428;48428;46742;46742;50672;50672;49028;49028;50164;50164;45.0;La gare de Santes est une gare ferroviaire française de la ligne de Fives à Abbeville, située sur le territoire de la commune de Santes dans le département du Nord, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/6/6b/Gare_de_Santes_-_1.JPG/420px-Gare_de_Santes_-_1.JPG
Savy-Berlette;87342253;62690;c;22947;22947;29700;29700;29712;29712;29081;29081;35026;35026;38536;38536;36355;36355;17.0;La gare de Savy-Berlette est une gare ferroviaire française de la ligne d'Arras à Saint-Pol-sur-Ternoise, située sur le territoire de la commune de Savy-Berlette dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/e/e0/SAVY-BERLETTE.jpg/1024px-SAVY-BERLETTE.jpg
Seclin;87286518;59113;b;236080;295100;197066;246333;301904;377381;268269;335336;275348;344185;263085;328856;258739;323424;129.0;La gare de Seclin est une gare ferroviaire française de la ligne de Paris-Nord à Lille, située sur le territoire de la commune de Seclin, dans le département du Nord, en région Hauts-de-France.  Elle est mise en service en 1846 par la Compagnie des chemins de fer du Nord.  C'est une gare voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8b/Seclin_-_Train_station_-_2.jpg/420px-Seclin_-_Train_station_-_2.jpg
Sin-le-Noble;87345405;59450;c;27606;27606;27972;27972;67533;67533;60850;60850;65263;65263;59406;59406;59507;59507;23.0;La gare de Sin-le-Noble est une gare ferroviaire française de la ligne de Saint-Just-en-Chaussée à Douai, située sur le territoire de la commune de Sin-le-Noble dans le département du Nord, en région Hauts-de-France.  Une halte est mise en service en 1888 par la Compagnie des chemins de fer du Nord. C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/2/28/BV_Sin_le_Noble.jpg/420px-BV_Sin_le_Noble.jpg
Soissons;87271817;2200;b;503079;606119;418188;503841;604594;728427;568101;684459;627537;756069;613671;739363;645202;777352;32.0;La gare de Soissons est une gare ferroviaire française de la ligne de La Plaine à Hirson et Anor (frontière), située sur le territoire de la commune de Soissons dans le département de l'Aisne, en région Hauts-de-France.  Elle est mise en service en 1862 par la Compagnie des chemins de fer des Ardennes. C'est une gare de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/8/8a/Gare_de_Soissons_-_fa%C3%A7ade1.JPG/1024px-Gare_de_Soissons_-_fa%C3%A7ade1.JPG
Somain;87345314;59490;b;273809;342261;234747;293434;377659;472074;342640;428300;361167;451458;351260;439075;370685;463357;44.0;La gare de Somain est une gare ferroviaire française de la ligne de Douai à Blanc-Misseron, située sur le territoire de la commune de Somain dans le département du Nord en région Hauts-de-France.  Elle est mise en service en 1846 par la Compagnie du chemin de fer du Nord. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/c/c6/Somain_-_Le_b%C3%A2timent_voyageur_%28C%29.JPG/420px-Somain_-_Le_b%C3%A2timent_voyageur_%28C%29.JPG
Sous le Bois;87295543;59600;c;7;7;12;12;342;342;374;374;334;334;496;496;715;715;2.0;La gare de Sous-le-Bois est une gare ferroviaire française de la ligne de Creil à Jeumont, située dans le quartier de Sous-le-Bois sur le territoire de la commune de Maubeuge, dans le département du Nord en région Hauts-de-France.  Elle est mise en service en 1885 par la Compagnie des chemins de fer du Nord. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/4/48/SOUS_LE_BOIS.JPG/420px-SOUS_LE_BOIS.JPG
Steenbecque;87342295;59189;c;401;401;260;260;209;209;366;366;895;895;707;707;597;597;2.0;La gare de Steenbecque est une gare ferroviaire française de la ligne d'Arras à Dunkerque-Locale, située sur le territoire de la commune de Steenbecque, dans le département du Nord, en région Hauts-de-France.  C'est une halte de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/7/7e/Gare_de_Steenbecque.JPG/420px-Gare_de_Steenbecque.JPG
Steenwerck;87286161;59181;c;42800;42800;35755;35755;48554;48554;40214;40214;43893;43893;47339;47339;49252;49252;41.0;La gare de Steenwerck est une gare ferroviaire française de la ligne de Lille aux Fontinettes, située sur le territoire de la commune de Bailleul, à proximité immédiate de Steenwerck, dans le département du Nord, en région Hauts-de-France.  C'est une halte de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/9/92/Gare_de_Steenwerck_-_5.JPG/420px-Gare_de_Steenwerck_-_5.JPG
Strazeele;87286203;59270;c;41989;41989;39005;39005;49897;49897;47075;47075;49485;49485;45932;45932;47677;47677;40.0;La gare de Strazeele, parfois nommée Strazeele - Merris à bord des trains, est une gare ferroviaire française de la ligne de Lille aux Fontinettes, située sur le territoire de la commune de Strazeele, à proximité de celui de Merris, dans le département du Nord, en région Hauts-de-France.  Elle est mise en service en 1848 par la Compagnie des chemins de fer du Nord. Après avoir subi des bombardements et des mitraillages pendant la Première puis la Seconde Guerre mondiale, elle perd son bâtiment voyageurs et devient une simple halte voyageurs de la Société nationale des chemins de fer français (SNCF), désormais desservie par des trains régionaux du réseau TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/b/b3/Gare_de_Strazeele_-_7.JPG/1024px-Gare_de_Strazeele_-_7.JPG
Templeuve;87286625;59242;b;482148;602686;451953;564941;738654;923317;675777;844721;650435;813044;583486;729358;564443;705554;60.0;La gare de Templeuve est une gare ferroviaire française des lignes de Fives à Hirson et de Templeuve à Don - Sainghin, située sur le territoire de la commune de Templeuve-en-Pévèle, dans le département du Nord, en région Hauts-de-France.  Elle est mise en service en 1870 par la Compagnie des chemins de fer du Nord. C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains express régionaux du réseau TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/8/83/Templeuve-en-Pevele.-_la_gare_%282%29.JPG/420px-Templeuve-en-Pevele.-_la_gare_%282%29.JPG
Tergnier;87296442;2700;b;437936;497654;367899;418067;445816;506609;453397;515224;490504;557391;444261;504843;423860;481660;135.0;La gare de Tergnier est une gare ferroviaire française des lignes de Creil à Jeumont et d'Amiens à Laon, située sur le territoire de la commune de Tergnier, dans le département de l'Aisne, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux (TER Hauts-de-France).;https://upload.wikimedia.org/wikipedia/commons/thumb/1/17/Gare_de_Tergnier_-_fa%C3%A7ade.JPG/420px-Gare_de_Tergnier_-_fa%C3%A7ade.JPG
Thézy-Glimont;87316125;80110;c;12819;12819;10762;10762;14525;14525;12411;12411;13471;13471;15907;15907;18617;18617;37.0;La gare de Thézy-Glimont est une gare ferroviaire française de la ligne d'Ormoy-Villers à Boves, située sur le territoire de la commune de Thézy-Glimont, dans le département de la Somme, en région Hauts-de-France.  C'est une halte ferroviaire de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux du réseau TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/6/60/THEZY2.JPG/420px-THEZY2.JPG
Thiennes;87342287;59189;c;1449;1449;1797;1797;2785;2785;2717;2717;2154;2154;2326;2326;2180;2180;2.0;La gare de Thiennes est une gare ferroviaire française de la ligne d'Arras à Dunkerque-Locale, située sur la commune de Thiennes, dans le département du Nord, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/1/15/Halte_ferroviaire_de_Thiennes.jpg/420px-Halte_ferroviaire_de_Thiennes.jpg
Thourotte;87276741;60150;c;37603;37603;29235;29235;45937;45937;43935;43935;53099;53099;50880;50880;58107;58107;35.0;La gare de Thourotte est une gare ferroviaire française de la ligne de Creil à Jeumont, située sur le territoire de la commune de Thourotte, dans le département de l'Oise, en région Hauts-de-France. Elle se trouve à 800 mètres du centre-ville.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains régionaux du réseau TER Hauts-de-France. Elle est également ouverte au trafic du fret.;https://upload.wikimedia.org/wikipedia/commons/thumb/d/d7/GARE_THOUROTTE.jpg/420px-GARE_THOUROTTE.jpg
Tincques;87342303;62127;c;7292;7292;13028;13028;15853;15853;15320;15320;18078;18078;17962;17962;17454;17454;18.0;La gare de Tincques est une gare ferroviaire française de la ligne d'Arras à Saint-Pol-sur-Ternoise, située sur le territoire de la commune de Tincques dans le département du Pas-de-Calais, en région Hauts-de-France.  C'est une halte voyageurs de la Société nationale des chemins de fer français (SNCF), desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/8/86/TINCQUES.jpg
Tourcoing;87286542;59200;a;534310;667888;425537;531921;610714;763393;731606;914508;1048189;1310236;840616;1050770;169429;211786;58.0;La gare de Tourcoing est une gare ferroviaire française des lignes de Fives à Mouscron et de Somain à Halluin, située sur le territoire de la commune de Tourcoing, dans le département du Nord, en région Hauts-de-France.  C'est une gare de la Société nationale des chemins de fer français (SNCF), desservie par des trains à grande vitesse (services TGV inOui et Ouigo) et des trains régionaux (de la SNCB, ainsi que ceux du réseau TER Hauts-de-France).;https://upload.wikimedia.org/wikipedia/commons/thumb/3/3b/Tourcoing_gare_gp.jpg/1024px-Tourcoing_gare_gp.jpg
Tricot;87313353;60420;c;48962;48962;41557;41557;46366;46366;49591;49591;55217;55217;56236;56236;56762;56762;54.0;La gare de Tricot est une gare ferroviaire française de la ligne d'Ormoy-Villers à Boves, située sur la commune de Tricot dans le département de l'Oise, en région Hauts-de-France.  C'est une halte ferroviaire de la Société nationale des chemins de fer français (SNCF) desservie par des trains TER Hauts-de-France.;https://upload.wikimedia.org/wikipedia/commons/thumb/b/bc/Tricot_%2860%29%2C_arr%C3%AAt_SNCF.jpg/420px-Tricot_%2860%29%2C_arr%C3%AAt_SNCF.jpg
